Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,datetime
0.304,0.116,242.49,1.4,0,1,0,2/6/2007 23:58
0.126,0.082,239.78,0.6,0,0,1,8/27/2008 8:48
1.498,0.21,243.23,6.2,0,0,19,11/17/2009 9:40
2.708,0.17,238.76,11.4,0,12,19,6/21/2008 14:54
1.916,0.322,242.37,8,0,0,0,2/21/2009 0:22
0.304,0.13,243.08,1.4,0,1,1,7/3/2010 0:53
0.678,0.244,243.36,2.8,0,0,0,6/15/2008 23:15
1.306,0,241.29,5.4,0,0,18,2/17/2007 1:07
1.284,0.05,233.74,5.4,0,0,17,5/15/2007 11:07
0.638,0.05,244.63,2.6,0,0,0,12/23/2007 2:46
1.564,0.18,242.21,6.4,0,2,18,1/17/2008 13:41
1.536,0.102,238.6,6.4,0,0,17,12/6/2007 12:56
1.324,0,239.4,5.4,0,0,0,2/24/2009 19:15
1.14,0.088,240.72,4.8,0,0,0,3/10/2009 20:01
0.4,0.232,248.06,1.8,0,2,0,12/18/2009 3:23
0.196,0,243.64,0.8,0,0,0,6/5/2009 23:48
0.232,0.1,241.42,1,0,0,0,4/17/2007 14:40
0.22,0,243.01,1,0,0,0,12/20/2008 4:24
3.266,0.156,232.95,14,0,34,0,8/9/2007 0:30
1.036,0.412,242.48,4.6,0,0,12,6/8/2010 4:18
1.246,0.378,242.24,5.6,0,1,11,7/14/2007 22:55
1.52,0,240.8,6.2,0,0,18,6/21/2007 6:32
3.192,0.314,238.24,13.4,0,36,0,2/8/2008 12:21
0.296,0.082,246.24,1.2,0,0,1,9/1/2009 23:14
0.394,0.192,237.88,1.8,0,0,0,5/27/2007 5:06
0.404,0.18,242.72,1.8,0,0,0,3/14/2008 0:19
1.262,0.368,240.17,5.4,0,0,12,7/13/2010 11:37
2.884,0.056,238.55,12,0,0,18,11/23/2009 20:27
0.216,0.104,239.61,1,0,0,0,9/17/2007 16:44
1.342,0,239.17,5.6,0,0,19,9/20/2008 11:20
0.176,0.06,243.09,0.8,0,0,0,9/9/2010 16:54
0.288,0.218,243.61,1.4,0,0,0,6/30/2008 20:29
0.238,0,242.03,1,0,1,0,3/13/2007 4:15
0.804,0.122,243.37,4.2,0,2,0,2/11/2007 0:07
0.632,0,242.62,2.6,0,0,1,4/14/2010 22:34
0.71,0.242,238.45,3.2,0,0,0,1/6/2008 12:00
0.34,0.128,246.06,1.4,0,0,0,12/18/2009 5:13
1.248,0.084,239.79,5.2,0,0,18,6/20/2007 16:05
1.57,0.198,244.62,6.4,0,1,19,10/2/2010 22:53
1.578,0.24,238.31,7,0,20,0,7/2/2007 21:00
1.432,0.124,244.66,5.8,0,2,18,12/13/2007 5:52
0.424,0.052,242.11,2,0,0,0,11/1/2008 7:48
0.194,0,242.25,1,0,0,0,4/16/2007 19:41
2.44,0.204,240.71,10,0,1,18,11/14/2009 22:19
0.35,0.074,242.2,1.4,0,0,1,4/18/2010 6:28
0.392,0.196,246.84,1.8,0,1,1,3/12/2010 6:17
2.292,0.18,239.56,9.6,0,0,18,2/1/2007 7:24
0.37,0.206,239.84,1.6,0,0,0,10/28/2007 3:21
1.904,0.492,239.34,8.2,0,1,0,1/13/2007 17:48
1.83,0.054,243.85,9.6,0,0,0,1/3/2009 16:11
3.79,0.116,241.79,15.6,38,0,19,3/13/2010 15:43
0.258,0,241.73,1.2,0,0,0,2/27/2007 2:28
0.228,0,245.61,1,0,0,0,2/12/2008 2:35
0.556,0.214,245.71,2.4,0,0,0,11/10/2009 14:47
0.334,0.14,243.51,1.4,0,0,0,11/10/2009 6:44
0.306,0.128,244.66,1.4,0,2,0,1/27/2007 6:22
0.56,0.062,237.53,2.4,0,0,0,3/3/2008 7:59
0.162,0,242.74,0.6,0,0,0,8/13/2010 22:19
0.236,0,241.07,1,0,0,1,9/29/2008 0:10
0.348,0,240.96,1.6,0,0,0,4/29/2009 6:18
0.498,0.068,240.21,2,0,0,0,3/5/2010 0:52
1.852,0.208,246.68,7.4,0,2,19,11/30/2008 14:07
0.354,0,232.09,1.6,0,0,0,6/2/2007 20:33
1.352,0.046,249.62,5.4,0,0,19,12/19/2009 16:06
1.112,0.432,241.21,4.8,0,2,12,8/14/2009 22:37
1.288,0,240.55,5.2,0,0,18,2/18/2008 13:55
2.572,0.676,242.12,11,1,0,12,6/27/2009 13:16
1.778,0.388,238.17,8.2,7,2,17,8/25/2007 15:39
0.184,0.152,240.62,1,0,0,1,8/30/2008 18:29
0.396,0.208,236.12,2,0,0,0,11/6/2007 17:04
2.114,0.48,239.21,9,0,18,13,7/5/2008 19:56
1.31,0.056,241.56,5.4,0,0,18,12/26/2008 11:14
3.272,0,237.73,14,0,0,18,2/15/2010 20:09
1.94,0.098,242.03,8,0,0,19,11/20/2009 11:53
2.004,0.07,237.69,8.4,0,0,18,5/9/2008 11:23
0.386,0.2,240.8,1.8,0,2,0,10/17/2007 14:42
3.034,0.05,244.26,12.4,40,0,0,3/15/2009 23:33
0.312,0.222,241.67,1.6,0,0,0,8/19/2009 5:05
0.156,0,243.94,0.6,0,0,0,8/28/2009 19:17
3.022,0.108,237.55,12.6,0,0,18,3/15/2007 20:04
0.426,0,240.87,2,0,0,0,6/11/2009 18:14
0.252,0,244.49,1,0,0,1,2/23/2010 3:24
0.322,0.24,242.16,1.6,0,1,1,7/31/2009 11:35
1.336,0.05,238.94,5.6,0,0,17,10/18/2007 9:27
0.104,0,242.78,0.4,0,0,0,8/18/2007 0:44
0.254,0,239.7,1,0,0,1,4/6/2008 1:10
0.54,0.268,241.94,2.6,0,3,0,6/10/2009 11:45
0.266,0.046,245.09,1.2,0,0,0,1/9/2009 1:46
1.16,0.104,240,5.6,0,0,0,7/12/2010 6:53
0.23,0.11,242.58,1,0,0,1,5/28/2008 13:25
0.608,0.124,247.77,2.8,0,0,5,11/30/2009 16:28
0.342,0.216,236.35,1.6,0,0,1,10/3/2009 11:18
1.008,0.128,242.1,4.2,0,0,11,4/8/2009 17:25
0.928,0,244.7,3.8,0,0,0,1/10/2008 15:29
0.332,0.072,246.81,1.4,0,0,1,2/7/2010 4:43
2.484,0.346,241.43,11.2,0,0,0,12/12/2007 20:45
1.546,0,242.85,6.2,0,0,18,11/19/2010 13:13
2.87,0.064,234.61,12.2,0,0,17,10/13/2007 18:49
0.31,0.134,245.12,1.4,0,0,0,12/20/2006 5:56
0.216,0,242.2,0.8,0,0,0,2/28/2008 16:52
1.448,0.14,243.68,6,0,0,19,2/12/2009 17:38
0.43,0.144,243.48,2,0,0,1,4/14/2009 2:33
1.402,0,242.9,5.6,0,0,19,9/30/2010 11:30
0.308,0.122,240.71,1.4,0,0,0,2/24/2007 13:09
1.886,0,240.77,7.8,0,0,18,1/29/2009 12:29
1.29,0.072,241.84,5.2,0,0,18,3/14/2008 4:58
2.354,0.586,236.55,10.6,0,0,17,11/26/2010 13:32
0.248,0,247.62,1,0,0,1,12/18/2009 2:28
0.57,0.06,245.43,2.6,0,1,0,10/30/2008 16:20
3.684,0.078,240.82,15.2,38,0,0,11/5/2008 22:25
0.786,0.188,239.96,3.4,0,0,0,2/16/2009 11:08
0.448,0.234,243.88,2,0,1,1,1/30/2010 1:47
1.328,0.05,244.55,5.4,0,0,19,9/27/2009 23:58
3.112,0.21,245.84,13.4,1,19,19,12/28/2007 15:18
1.528,0.208,244.54,6.2,0,0,19,12/14/2009 9:04
0.266,0.118,241.42,1.2,0,0,0,7/17/2010 7:06
0.35,0.116,242.27,1.6,0,0,1,12/7/2009 1:11
0.3,0.21,242.24,1.4,0,2,1,6/26/2010 23:53
0.322,0.206,242.36,1.6,0,2,1,9/17/2010 1:29
0.304,0.086,243.38,1.2,0,0,0,10/26/2008 12:57
0.336,0.214,241.66,1.6,0,1,0,7/1/2008 16:05
0.26,0.084,242.9,1.2,0,0,0,9/5/2009 0:54
0.262,0.284,243.85,1.4,0,1,1,8/6/2008 22:44
1.26,0.062,244.55,5.2,0,0,0,1/27/2009 22:06
1.624,0.36,235.16,7,1,3,17,3/16/2007 9:57
0.33,0.088,242.15,1.4,0,0,0,2/10/2007 4:42
1.342,0,243.79,5.4,0,0,19,1/7/2010 12:47
0.276,0.1,240.92,1.2,0,0,0,8/27/2010 5:30
1.284,0.066,239.51,5.4,0,0,17,10/4/2007 4:49
0.08,0,240.49,0.2,0,0,0,8/31/2008 13:07
0.264,0.252,240.84,1.4,0,1,0,6/16/2007 6:07
0.14,0,241.8,0.6,0,0,1,7/1/2008 4:07
0.102,0,240.21,0.4,0,0,0,8/19/2007 9:52
0.446,0.24,246.66,2,0,0,1,3/11/2010 4:12
0.25,0,243.12,1,0,0,1,10/22/2008 6:09
1.716,0.42,243.33,7.2,0,0,18,7/1/2009 18:15
0.274,0.15,240.16,1.2,0,2,1,8/14/2010 17:46
1.48,0.122,243.89,6,0,2,19,12/31/2009 11:50
0.218,0,248.97,0.8,0,0,0,12/26/2008 3:50
1.428,0.216,240.92,6,0,0,18,8/20/2007 10:11
0.508,0.088,244.34,2.2,0,0,0,1/3/2008 0:07
1.374,0.14,242.11,6.2,0,2,9,9/30/2010 18:00
1.578,0.078,239.4,6.6,0,0,0,12/7/2007 17:43
1.386,0.086,235.41,5.8,0,0,17,11/13/2007 8:58
1.442,0.154,247.78,5.8,0,0,1,10/31/2010 2:37
1.452,0.178,237.74,6,0,1,17,5/31/2007 22:45
2.424,0.254,242.81,10,0,0,26,12/11/2009 16:58
0.482,0.088,240.13,2,0,0,0,10/6/2007 17:01
0.342,0.096,246.47,1.4,0,0,0,1/30/2009 4:47
0.396,0.182,239.02,1.8,0,1,1,7/2/2010 2:09
1.296,0,237.91,5.4,0,0,18,9/17/2009 10:08
0.394,0,247.03,1.8,0,0,1,10/27/2010 0:49
1.612,0,239.24,6.6,0,0,19,8/29/2010 20:02
0.278,0,244.64,1.2,0,0,1,3/4/2010 14:50
3.58,0.052,238.16,15,37,0,17,2/13/2009 10:07
0.374,0.088,242.85,1.6,0,2,1,10/15/2008 0:12
0.968,0.436,239.96,4.4,0,0,1,8/15/2010 19:22
0.416,0.152,244.23,1.8,0,0,1,4/23/2009 2:14
2.206,0,236.32,9.2,0,0,0,1/24/2008 7:33
0.84,0.222,245.27,3.6,0,1,1,4/12/2009 23:48
2.214,0,240.17,9.2,0,0,19,2/3/2010 20:03
0.434,0.202,241.95,2,0,0,0,11/12/2007 4:18
0.212,0,239.26,0.8,0,0,0,2/26/2008 7:27
0.592,0.094,240.28,2.4,0,1,0,2/13/2007 9:13
1.38,0,243.52,5.6,0,0,19,3/15/2010 9:29
0.22,0.108,237.33,1,0,0,0,7/17/2007 5:56
0.244,0.242,237.21,1.4,0,0,1,8/22/2008 15:08
1.498,0.15,238.94,6.2,0,0,18,10/8/2010 8:03
1.576,0.184,236.25,6.6,0,0,17,8/5/2008 7:31
0.156,0.082,242.73,0.8,0,0,0,8/15/2007 18:05
0.208,0.096,237.82,1,0,0,0,9/13/2007 12:04
5.096,0.104,241.34,21.6,20,2,0,12/24/2006 16:11
0.346,0.11,247.63,1.6,0,0,0,3/23/2008 3:10
0.426,0.208,243.47,1.8,0,1,0,5/10/2010 0:55
1.866,0.206,240.71,7.8,0,0,18,5/14/2010 7:59
1.644,0.194,240.85,6.8,0,2,0,1/11/2008 21:03
1.38,0.08,241.17,5.6,0,0,18,3/16/2009 12:31
0.572,0.076,241.8,2.4,0,0,1,6/8/2010 16:57
2.01,0.422,238.15,8.6,0,2,17,4/4/2009 18:40
0.476,0.314,243.28,2.2,0,1,0,10/27/2008 6:55
1.554,0.336,242.09,6.4,0,0,18,9/29/2008 9:12
1.734,0.066,248.7,8.4,21,0,0,2/4/2009 14:29
1.718,0.106,241.06,7.2,0,1,18,5/31/2008 21:15
0.23,0.212,243.16,1.4,0,0,1,8/18/2008 3:02
0.234,0.13,239.45,1,0,0,0,7/3/2008 10:52
0.308,0.208,236.66,1.6,0,2,0,5/7/2007 6:41
2.45,0,240.47,10.2,0,0,18,2/11/2009 7:31
0.304,0.052,242.16,1.4,0,0,0,3/2/2009 18:07
0.212,0.098,243.43,1,0,0,1,7/30/2009 0:11
2.034,0,239.6,8.4,0,0,18,1/25/2010 6:44
0.384,0.046,243.38,1.6,0,0,0,2/15/2009 22:30
0.258,0,240.37,1,0,0,1,8/14/2009 16:46
1.34,0.096,236.64,5.6,0,0,18,10/9/2009 11:13
0.392,0.196,241.64,1.8,0,1,0,11/21/2010 16:14
0.362,0.164,246.87,1.6,0,0,0,12/8/2009 4:51
0.81,0.134,240.5,3.4,0,0,1,7/6/2010 15:02
2.758,0.256,237.78,11.6,0,37,0,10/14/2007 16:01
0.228,0.14,242.33,1.2,0,1,0,8/25/2007 4:53
2.264,0.062,239.01,9.4,0,0,0,3/25/2007 7:18
3.466,0.144,235.65,14.6,0,0,18,5/24/2009 19:23
0.35,0.078,248.17,1.4,0,0,0,12/16/2008 23:42
0.25,0.13,238.81,1.2,0,0,1,8/24/2009 14:07
1.53,0,241.45,6.4,1,0,19,4/26/2009 15:45
1.44,0.344,240.73,6,0,2,18,4/16/2007 18:31
0.576,0,242.35,2.4,0,0,0,2/5/2009 21:19
0.416,0.132,241.05,1.8,0,0,0,4/14/2009 13:40
1.254,0.162,236.76,5.4,0,0,0,2/6/2007 19:03
3.658,0.098,236.23,15.4,0,0,17,2/20/2007 9:31
0.156,0,239.91,0.6,0,0,1,5/19/2008 12:56
2.384,0.1,236.18,10,0,0,0,2/14/2007 18:27
0.304,0.13,241.63,1.4,0,0,1,9/20/2008 4:56
1.478,0.094,240.78,6,1,0,18,2/21/2009 14:05
0.39,0.116,245.95,1.8,0,0,0,2/28/2009 15:22
0.234,0,247.15,1,0,0,0,12/12/2007 6:18
1.282,0.076,241.24,5.2,0,0,18,11/26/2008 12:24
0.176,0,241.58,0.8,0,0,1,9/21/2010 18:00
2.762,0.252,237.51,11.6,39,1,0,6/30/2007 16:36
0.212,0,241.48,0.8,0,0,0,12/12/2007 0:51
0.384,0.142,241.38,1.6,0,0,1,4/24/2009 23:57
0.328,0.122,241.7,1.4,0,0,0,12/8/2007 4:21
1.404,0,239.7,5.8,0,0,18,6/25/2009 8:39
1.77,0.288,248.06,7.2,0,5,19,10/26/2010 12:03
1.354,0.048,245.98,5.4,0,0,19,2/8/2009 3:58
0.436,0.252,243.09,2,0,1,0,2/14/2008 0:32
0.156,0.122,240.84,0.8,0,0,0,8/13/2008 14:57
1.526,0.304,239.34,6.4,0,1,19,8/27/2010 10:38
0.868,0.11,242.96,3.6,0,0,12,6/1/2008 13:48
0.248,0,242.47,1,0,0,1,10/14/2008 0:46
1.34,0,243.34,5.4,0,0,18,3/16/2008 6:06
0.548,0.094,243.62,2.2,0,0,0,9/21/2009 19:33
0.34,0.054,245.1,1.4,0,0,1,2/11/2010 22:52
2.892,0.158,237.16,12.2,0,37,1,6/8/2008 22:02
1.69,0.388,240.77,7.2,0,2,0,11/11/2007 1:36
0.792,0.06,241.08,3.2,0,0,0,1/3/2007 21:29
1.464,0.182,243.72,6,0,2,18,12/24/2008 8:22
0.382,0.066,240.21,1.6,0,0,1,7/18/2010 0:01
0.982,0.326,238.66,4.2,0,0,0,10/15/2007 19:32
0.3,0.142,244.16,1.4,0,1,0,2/18/2007 3:40
0.51,0.18,241.61,2.2,0,1,0,4/23/2008 17:16
1.404,0.088,241.15,5.8,0,0,19,4/15/2010 11:53
0.17,0,242.14,1,0,0,0,9/21/2007 16:09
2.922,0.33,234.26,12.6,0,0,0,1/9/2008 19:02
1.314,0.072,241.37,5.4,0,0,18,10/7/2010 9:53
2.706,0.096,239.16,11.2,0,0,18,9/8/2010 21:28
0.218,0,240.37,1,0,0,0,10/17/2007 16:49
0.66,0.508,243.89,3.4,1,1,0,5/28/2008 19:54
0.378,0.046,240.21,1.6,0,0,1,11/8/2010 15:42
0.456,0.176,242.87,2,0,0,1,2/21/2010 6:12
2.32,0.074,234.65,9.8,0,0,0,1/24/2008 19:19
4.28,0.246,237.82,18,0,38,17,2/3/2007 16:11
0.314,0.126,245.26,1.4,0,1,1,1/23/2010 3:00
1.322,0.334,243.71,5.6,0,0,0,3/16/2008 0:23
1.746,0.118,241.78,7.2,2,4,19,4/6/2008 12:28
0.644,0,240.14,2.8,0,0,1,5/18/2008 18:50
1.768,0.05,238.58,7.4,0,0,17,3/16/2008 10:59
2.07,0.41,244.44,8.6,0,2,19,1/9/2010 22:43
0.398,0.222,242.72,1.8,0,0,0,12/25/2007 7:42
0.216,0,241.28,0.8,0,0,0,3/3/2007 5:07
2.946,0.228,239.74,13,0,0,0,1/14/2007 1:39
0.224,0,241.34,1,0,0,0,11/10/2007 2:40
2.418,0.18,239.74,10,0,1,18,10/1/2008 20:43
0.72,0.168,242.38,3.2,0,6,0,3/15/2009 17:34
0.158,0,242.29,0.6,0,0,1,8/10/2010 23:16
1.836,0.088,242.41,7.6,0,0,18,12/24/2007 15:44
0.57,0.1,241.08,2.4,0,0,1,5/1/2009 20:19
0.316,0.266,243.5,1.6,0,1,0,8/6/2009 15:42
0.284,0.114,245.05,1.2,0,0,1,6/7/2010 4:18
2.14,0.202,240.09,8.8,0,0,18,12/5/2009 22:08
0.344,0.25,241.92,1.8,0,0,1,8/12/2009 1:05
0.518,0.142,241.11,2.2,0,0,1,3/24/2010 22:39
2.66,0.098,240.9,11,0,0,18,12/27/2008 21:21
0.082,0,243.27,0.2,0,0,1,8/23/2008 3:36
0.226,0.052,245.99,1,0,0,0,1/31/2009 2:45
0.324,0.06,242,1.4,0,1,1,10/7/2010 4:47
0.216,0,239.48,0.8,0,0,0,1/8/2008 8:12
2.674,0.102,244.66,10.8,40,0,0,3/18/2009 22:53
0.406,0.128,242.78,2,0,2,0,9/14/2007 0:38
1.266,0.046,238.69,5.2,0,0,18,11/23/2007 11:21
1.192,0,238.05,5,0,0,18,7/7/2007 9:25
0.276,0.104,242.33,1.2,0,0,0,6/7/2010 2:34
1.402,0.08,243.28,5.6,0,0,18,11/29/2008 3:59
2.728,0.08,237.31,11.4,0,0,18,12/31/2009 21:37
1.108,0.13,240.42,4.6,0,0,0,9/25/2009 21:58
1.382,0.046,242.31,5.6,0,0,19,10/15/2009 12:39
0.896,0.128,247.7,3.6,0,0,0,1/26/2009 22:18
0.33,0.21,237.63,1.6,0,0,0,6/24/2008 16:21
0.12,0,233.37,0.6,0,0,0,7/19/2007 12:17
0.724,0.068,243.76,3,0,0,0,1/19/2008 3:28
0.21,0.102,245.32,1,0,0,1,9/7/2009 12:55
1.526,0.252,242.99,6.4,0,1,1,4/25/2010 0:30
0.416,0.068,239.23,1.8,0,0,0,9/28/2008 18:26
1.766,0.08,239.41,7.4,0,0,1,12/26/2009 20:13
1.946,0.394,238.23,8.2,0,2,1,1/16/2010 18:05
0.396,0,243.33,1.6,0,0,1,7/17/2009 17:41
0.21,0,243.14,0.8,0,0,0,3/5/2007 23:21
4.142,0.08,237.44,17.4,37,0,17,11/8/2009 9:23
0.158,0.048,241.91,0.8,0,0,0,9/18/2010 11:58
3.484,0.782,231.25,15.6,1,0,17,3/22/2008 19:13
2.168,0,231.93,9.4,0,0,0,11/8/2008 18:54
6.032,0,236.24,25.4,1,73,17,4/8/2008 7:53
1.572,0.324,240.65,6.6,0,1,19,4/9/2009 9:18
1.648,0.174,241.67,6.8,0,0,18,11/11/2008 15:28
3.528,0.228,234.82,15,38,0,0,3/13/2008 18:53
0.28,0,244.6,1.2,0,0,0,3/10/2009 5:42
3.276,0.056,241.29,13.6,0,0,0,3/11/2007 6:28
1.332,0.048,241.93,5.4,0,0,19,5/13/2010 14:04
0.334,0.056,246.71,1.6,0,0,0,3/5/2009 2:29
0.982,0,242.8,4,0,0,0,2/5/2007 20:12
0.326,0.23,238.88,1.6,0,0,1,6/14/2008 4:29
1.438,0.072,240.63,6,0,0,18,5/9/2009 7:56
1.934,0,233.23,8.2,0,0,16,5/16/2007 7:40
1.476,0.094,242.29,6,1,2,19,2/27/2010 13:33
0.268,0,243.23,1.2,0,0,0,3/30/2009 15:54
0.442,0.046,240.43,2,0,0,1,4/27/2009 19:13
0.25,0,243.3,1,0,0,1,5/2/2008 13:46
1.436,0,244.4,5.8,0,0,19,12/25/2009 19:31
0.204,0.102,239.73,1,0,0,1,8/2/2009 9:39
0.682,0.192,242.41,2.8,0,0,0,6/29/2009 21:42
2.504,0.266,232.12,10.8,0,0,0,1/22/2007 18:51
0.2,0.108,239.86,0.8,0,0,0,9/24/2009 3:13
2.62,0.078,243.46,10.6,39,0,0,11/14/2008 23:19
0.23,0,246.05,1,0,0,0,2/10/2008 1:07
0.408,0.144,242.26,1.8,0,0,1,4/23/2009 5:52
1.284,0.772,244.87,6.4,0,0,0,4/3/2009 15:52
0.288,0.112,241.84,1.4,0,1,0,6/15/2010 6:24
0.206,0.12,238.08,1,0,0,0,8/28/2007 2:04
0.276,0,240.89,1.2,0,0,1,5/7/2008 0:23
0.148,0,242.75,0.6,0,0,1,9/13/2008 3:10
1.778,0.092,239.38,7.4,0,1,17,3/31/2007 17:01
0.44,0.2,245.73,2,0,0,0,3/4/2009 3:50
2.132,0.09,242.1,8.8,0,2,18,1/15/2008 14:57
1.584,0.328,240.56,6.6,0,2,18,7/4/2010 10:24
1.522,0.22,242.53,6.2,1,0,19,9/20/2009 1:41
0.13,0,241.82,0.6,0,0,0,7/7/2007 4:00
1.244,0,239.07,5.2,0,0,18,7/8/2008 13:14
0.396,0.196,245.98,1.8,0,0,0,12/8/2008 16:29
0.33,0,241.06,1.4,0,0,1,4/16/2010 21:58
3.358,0.402,238.35,14.2,0,2,17,1/10/2007 18:13
0.304,0.13,246.01,1.4,0,1,0,3/29/2007 3:46
0.218,0,242.78,0.8,0,0,0,3/3/2007 2:38
0.298,0.082,241.64,1.2,0,0,0,11/1/2007 1:03
0.308,0.084,240.21,1.4,0,0,1,6/3/2009 19:18
0.232,0.106,242.28,1,0,0,0,9/21/2008 2:54
0.636,0.136,242.25,2.6,0,1,1,1/1/2010 4:49
2.122,0.196,239.05,8.8,0,0,18,11/23/2009 18:37
1.514,0.172,236.96,6.4,0,0,18,10/21/2008 10:27
2.29,0,236.4,9.6,0,0,0,3/11/2007 0:07
2.054,0.364,242.14,8.6,0,2,29,7/15/2009 7:26
1.802,0.064,241.6,7.4,0,0,18,1/19/2009 6:51
2.88,0.16,238.49,12,0,1,17,3/24/2007 18:44
0.308,0,241.5,1.4,0,0,1,4/29/2009 6:19
0.306,0.144,240.53,1.4,0,0,1,7/14/2010 3:34
1.33,0.064,233.28,5.6,0,1,17,5/3/2007 7:55
0.648,0,241.7,2.8,0,0,1,5/25/2008 10:03
0.336,0.084,238.84,1.4,0,0,1,5/3/2010 22:57
0.35,0.208,239.39,1.6,0,2,0,6/2/2010 19:50
0.27,0.128,240.48,1.2,0,0,1,9/18/2008 6:12
0.272,0.156,243.39,1.2,0,0,1,8/14/2009 4:59
1.77,0.202,242.61,7.2,1,2,18,5/24/2010 20:26
0.218,0.11,241.63,1,0,1,1,9/8/2009 12:58
0.152,0.12,239.81,0.8,0,0,0,8/31/2008 9:48
0.694,0.556,238.31,3.6,0,0,0,9/28/2007 18:38
1.58,0.068,242.24,6.4,0,0,0,3/12/2009 19:58
0.34,0.1,240.84,1.4,0,2,0,4/26/2010 12:23
2.972,0.108,238.25,13.2,24,2,18,2/20/2007 13:20
1.57,0,236.99,6.6,0,0,17,11/29/2008 17:37
0.266,0,244.35,1.2,0,0,0,2/15/2007 14:05
0.998,0,244.43,4,2,0,1,10/20/2010 22:17
2.778,0.204,240.35,13.8,10,1,18,9/7/2010 19:22
0.264,0.128,244.55,1.2,0,1,1,8/28/2009 0:11
2.084,0.324,239.42,8.8,0,0,18,4/5/2008 16:26
1.008,0.272,241.59,4.2,0,1,1,6/30/2010 13:28
1.382,0,242.56,5.6,1,0,19,11/24/2009 9:04
0.338,0.13,241.21,1.4,0,2,1,5/22/2009 10:26
0.214,0.128,242.76,1,0,2,1,8/9/2009 9:02
1.468,0.188,239.49,6.2,0,2,18,9/14/2010 8:29
0.694,0.122,248.79,2.8,0,0,1,12/14/2009 15:40
0.08,0,240.87,0.2,0,0,1,8/19/2008 16:14
0.238,0.134,241.33,1,0,1,0,6/16/2008 3:40
1.276,0,238.77,5.2,1,0,18,9/27/2008 8:24
0.486,0.074,241.07,2,0,1,0,12/25/2008 22:17
0.148,0,238.87,0.6,0,0,1,7/26/2008 5:43
1.452,0.138,244.03,5.8,0,0,19,12/8/2009 11:50
4.06,0.566,239.56,17,0,0,18,4/4/2010 15:54
3.8,0.544,237.66,16.6,1,29,17,6/20/2007 21:03
0.428,0.204,247.59,1.8,0,0,1,2/18/2010 3:51
0.606,0.132,241.6,2.6,0,2,0,9/30/2010 17:09
0.25,0.144,242.3,1.2,0,0,1,8/25/2009 14:35
0.444,0.346,244.1,2.2,0,1,1,9/4/2009 0:37
0.656,0.218,241.6,3,0,1,0,3/18/2009 17:26
1.682,0.058,237.34,7,0,0,0,11/13/2008 19:46
2.542,0.122,240.04,10.6,0,0,18,11/21/2009 7:40
1.152,0.202,238.65,4.8,0,1,0,1/20/2007 22:38
0.236,0,240.18,1,0,0,1,3/26/2010 0:04
1.188,0,237.22,5,0,0,18,9/20/2008 10:17
0.222,0.106,243.17,1,0,1,1,7/16/2009 21:37
1.41,0.108,240.97,5.8,0,0,18,3/18/2010 9:48
0.24,0,243.1,1,0,0,0,1/19/2007 0:29
1.25,0,236.8,5.2,0,0,17,1/8/2007 10:44
1.954,0.08,239.32,8.2,0,0,18,3/26/2008 9:52
0.37,0,240.96,1.8,0,0,1,5/28/2010 7:15
0.26,0.074,242.55,1.2,0,2,1,9/14/2010 17:17
0.212,0,239.34,0.8,0,0,0,2/27/2008 9:24
3.068,0,241.06,12.6,0,0,18,1/29/2008 22:20
1.356,0,241.13,5.6,0,0,18,10/30/2009 11:56
2.518,0,240.06,10.4,38,0,0,4/9/2007 22:36
0.918,0.252,239.29,4,0,0,12,7/12/2009 21:09
0.656,0.208,246.29,2.8,0,0,0,1/26/2008 0:09
0.168,0.138,239.97,0.8,0,1,1,8/28/2008 10:52
1.514,0.21,246.58,6.2,0,1,20,12/17/2009 11:41
0.318,0.092,238.94,1.4,0,0,1,10/13/2009 2:03
0.156,0,241.29,0.6,0,0,0,8/12/2010 3:50
1.808,0.312,242.01,7.6,0,0,18,9/20/2009 16:57
0.252,0.158,244.32,1.2,0,0,1,8/16/2009 4:45
1.358,0.08,237.75,5.6,0,0,18,11/12/2007 16:52
0.344,0.126,243.49,1.4,0,0,1,3/24/2010 2:48
1.554,0.224,238.19,6.6,0,0,0,1/19/2007 20:34
1.062,0.18,240.31,4.6,0,2,0,2/1/2008 13:07
0.206,0,250.66,0.8,0,0,0,12/23/2009 14:36
1.584,0.198,241.88,6.6,1,0,17,3/27/2009 8:39
0.206,0,240.45,1,0,0,1,7/8/2009 18:32
0.252,0.132,239.99,1.2,0,0,0,6/14/2008 2:08
2.048,0,236.57,8.6,0,1,17,10/9/2010 7:25
0.356,0.114,241.94,1.6,0,0,1,6/8/2009 2:09
0.344,0.208,239.48,1.6,0,1,1,7/11/2010 3:10
0.244,0.148,244.41,1.2,0,1,1,8/15/2009 5:53
1.034,0.244,232.14,4.6,0,2,12,5/26/2009 5:01
1.548,0.236,242.25,6.4,0,2,19,12/1/2009 12:49
1.386,0,244.2,5.6,0,0,19,5/15/2009 20:50
0.528,0.24,241.75,2.4,0,0,0,4/14/2008 14:37
0.422,0.13,244.7,1.8,0,0,1,4/16/2008 1:04
1.458,0.064,239.01,6,0,0,18,5/30/2010 18:05
0.638,0.072,240.26,2.6,0,0,0,1/15/2009 18:14
2.478,0.164,241.27,10.2,0,1,18,11/27/2007 6:37
